Index,Tickets Key,Resolution Date
733,BOOKKEEPER-1072,2017-5
734,BOOKKEEPER-1068,2017-5
735,BOOKKEEPER-1075,2017-5
736,BOOKKEEPER-1077,2017-5
737,BOOKKEEPER-1021,2017-5
738,BOOKKEEPER-1010,2017-5
739,BOOKKEEPER-1079,2017-5
740,BOOKKEEPER-1080,2017-5
741,BOOKKEEPER-1073,2017-6
742,BOOKKEEPER-1071,2017-6
743,BOOKKEEPER-1078,2017-6
744,BOOKKEEPER-1084,2017-6
745,BOOKKEEPER-1083,2017-6
746,BOOKKEEPER-1085,2017-6
747,BOOKKEEPER-1074,2017-6
748,BOOKKEEPER-1056,2017-6
749,BOOKKEEPER-1086,2017-6
750,BOOKKEEPER-989,2017-6
751,BOOKKEEPER-1042,2017-6
752,BOOKKEEPER-1091,2017-6
753,BOOKKEEPER-944,2017-6
754,BOOKKEEPER-1087,2017-6
755,BOOKKEEPER-1088,2017-6
756,BOOKKEEPER-748,2017-6
757,BOOKKEEPER-1096,2017-6
758,BOOKKEEPER-1089,2017-6
759,BOOKKEEPER-1093,2017-6
760,BOOKKEEPER-1092,2017-6
761,BOOKKEEPER-1097,2017-6
762,BOOKKEEPER-757,2017-6
763,BOOKKEEPER-1090,2017-6
764,BOOKKEEPER-945,2017-6
765,BOOKKEEPER-1034,2017-6
766,BOOKKEEPER-1098,2017-6
767,BOOKKEEPER-759,2017-6
768,BOOKKEEPER-772,2017-7
769,BOOKKEEPER-1094,2017-7
770,BOOKKEEPER-670,2017-7
771,BOOKKEEPER-980,2017-7
772,BOOKKEEPER-1101,2017-7
773,BOOKKEEPER-1027,2017-7
774,BOOKKEEPER-992,2017-7
775,BOOKKEEPER-1044,2017-7
776,BOOKKEEPER-639,2017-7
777,BOOKKEEPER-1017,2017-7
778,BOOKKEEPER-1104,2017-7
779,BOOKKEEPER-935,2017-7
780,BOOKKEEPER-1103,2017-7
781,BOOKKEEPER-1102,2017-8
782,BOOKKEEPER-588,2017-8
783,BOOKKEEPER-969,2017-8
784,BOOKKEEPER-575,2017-8
785,BOOKKEEPER-1100,2017-8
786,BOOKKEEPER-1105,2017-8
787,BOOKKEEPER-1029,2017-10
788,BOOKKEEPER-1081,2017-10
789,BOOKKEEPER-1057,2017-10
790,BOOKKEEPER-671,2017-10
791,BOOKKEEPER-377,2017-10
792,BOOKKEEPER-42,2017-10
793,BOOKKEEPER-24,2017-10
794,BOOKKEEPER-680,2017-10
